GEOAREA_ID,GEOAREA_NAME,GEOAREA_POINTTOTAL,GEOAREA_POINTLIST
7314,107-平谷-峪口-峪口镇,126,"116.92338,40.209859;116.928853,40.211038;116.931635,40.209306;116.933654,40.211771;116.932568,40.214725;116.93481,40.223513;116.928755,40.22907;116.931265,40.231899;116.937905,40.232032;116.943362,40.235681;116.946458,40.236082;116.951418,40.232372;116.95432,40.232888;116.968885,40.245809;116.969203,40.249043;116.964555,40.251905;116.955485,40.251588;116.946628,40.256916;116.94513,40.259424;116.953553,40.267461;116.957198,40.273518;116.960213,40.275445;116.964603,40.275815;116.967175,40.281934;116.978045,40.28716;116.984597,40.287467;116.992377,40.279965;116.983854,40.263124;116.989369,40.253938;117.018947,40.248579;117.026969,40.264272;117.037497,40.270396;117.064067,40.276903;117.077102,40.273841;117.082867,40.270301;117.089134,40.277286;117.134254,40.289151;117.139769,40.292979;117.151299,40.296807;117.156313,40.296807;117.161326,40.300251;117.173358,40.299103;117.179374,40.296807;117.191233,40.27882;117.181748,40.264681;117.17452,40.256097;117.167542,40.253819;117.162551,40.257475;117.154812,40.253918;117.140496,40.253036;117.136515,40.25057;117.131995,40.244078;117.128849,40.242819;117.115907,40.244674;117.108576,40.243864;117.104375,40.238692;117.097647,40.233847;117.089991,40.235588;117.07998,40.244762;117.073667,40.254437;117.072611,40.258318;117.069977,40.258201;117.067286,40.255964;117.066141,40.251902;117.069538,40.24281;117.066808,40.23687;117.067256,40.233187;117.07092,40.229055;117.073737,40.220915;117.078274,40.222819;117.078939,40.217032;117.076573,40.207146;117.086261,40.197658;117.087739,40.19215;117.085142,40.191378;117.085828,40.188835;117.088508,40.18796;117.088987,40.18517;117.087959,40.182529;117.081751,40.182808;117.078481,40.180822;117.071,40.179795;117.064978,40.176581;117.060742,40.178113;117.050529,40.174236;117.039478,40.173731;117.038405,40.16684;117.032156,40.166929;117.030527,40.164641;117.013499,40.165388;117.013776,40.161503;117.00716,40.161187;117.007031,40.154236;116.99973,40.153239;117.000219,40.146923;116.993873,40.144523;116.988518,40.14473;116.987549,40.130932;116.981498,40.124279;116.974425,40.125981;116.97098,40.12033;116.96715,40.11982;116.965011,40.121649;116.95957,40.125723;116.96399,40.138934;116.970492,40.148326;116.968695,40.153184;116.965825,40.153306;116.958215,40.168561;116.95453,40.168857;116.955348,40.173993;116.944958,40.173636;116.945205,40.176587;116.94035,40.180333;116.940165,40.18493;116.943528,40.184797;116.943635,40.187791;116.93889,40.192064;116.935885,40.192338;116.933115,40.190389;116.932977,40.193545;116.929698,40.194686;116.930054,40.197793;116.927985,40.200758;116.928265,40.203614;116.92338,40.209859"
7315,108-七区-方庄-刘家窑北里,12,"116.407204,39.871347;116.415142,39.871423;116.437193,39.870763;116.454591,39.869704;116.453102,39.865453;116.450047,39.862697;116.445772,39.858878;116.440233,39.857611;116.419725,39.857339;116.415129,39.856072;116.407796,39.857098;116.407204,39.871347"
7316,109-七区-方庄-苇子坑,15,"116.407796,39.857098;116.415129,39.856072;116.419725,39.857339;116.440233,39.857611;116.445772,39.858878;116.450047,39.862697;116.457187,39.85641;116.472763,39.840913;116.460386,39.833394;116.431835,39.831012;116.416126,39.831043;116.415842,39.84539;116.414269,39.849256;116.408563,39.853058;116.407796,39.857098"
7318,110-七区-方庄-小红门,13,"116.431835,39.831012;116.460386,39.833394;116.472763,39.840913;116.497636,39.818774;116.478075,39.811265;116.45614,39.804869;116.455239,39.807214;116.45764,39.811489;116.456744,39.814549;116.445885,39.823621;116.441391,39.825207;116.436214,39.827034;116.431835,39.831012"
7319,111-七区-华威-南八里庄,15,"116.450047,39.862697;116.453102,39.865453;116.454591,39.869704;116.45515,39.883189;116.483863,39.883066;116.489644,39.882274;116.487908,39.879756;116.495585,39.875289;116.495245,39.870851;116.485141,39.868454;116.483449,39.862983;116.48083,39.862097;116.479316,39.858959;116.457187,39.85641;116.450047,39.862697"
7320,112-七区-华威-十八里店,10,"116.457187,39.85641;116.479316,39.858959;116.482531,39.859179;116.496979,39.852684;116.502543,39.848644;116.488998,39.838024;116.496412,39.831033;116.497636,39.818774;116.472763,39.840913;116.457187,39.85641"
7321,113-七区-金鱼池-金鱼池,7,"116.393266,39.898696;116.412372,39.898831;116.415142,39.871423;116.407204,39.871347;116.392773,39.87113;116.391966,39.895945;116.393266,39.898696"
7322,114-七区-马家堡-马家堡,9,"116.339149,39.848311;116.366701,39.856007;116.38077,39.855781;116.381148,39.830326;116.381185,39.829379;116.33979,39.818099;116.339476,39.829698;116.34022,39.845344;116.339149,39.848311"
7323,115-七区-木樨园-革新里,8,"116.366701,39.856007;116.3809,39.865903;116.381783,39.869868;116.392773,39.87113;116.407204,39.871347;116.407796,39.857098;116.38077,39.855781;116.366701,39.856007"
7324,116-七区-木樨园-海慧寺,22,"116.38077,39.855781;116.407796,39.857098;116.408563,39.853058;116.414269,39.849256;116.415842,39.84539;116.416126,39.831043;116.431835,39.831012;116.436214,39.827034;116.441391,39.825207;116.434551,39.823079;116.43211,39.826434;116.428641,39.826632;116.42697,39.821105;116.418362,39.823079;116.416949,39.821303;116.41515,39.823572;116.413736,39.821105;116.408469,39.822191;116.409368,39.828013;116.394883,39.830185;116.381148,39.830326;116.38077,39.855781"
7325,117-七区-南苑-槐房,8,"116.33979,39.818099;116.381185,39.829379;116.381148,39.830326;116.394883,39.830185;116.396091,39.812139;116.350025,39.813297;116.340073,39.807652;116.33979,39.818099"
7326,118-七区-南苑-旧宫镇,14,"116.396091,39.812139;116.45764,39.811489;116.455239,39.807214;116.45614,39.804869;116.456611,39.803643;116.460197,39.801398;116.461569,39.797498;116.466468,39.769836;116.441561,39.772847;116.415311,39.769071;116.420815,39.781833;116.415022,39.786371;116.397179,39.795878;116.396091,39.812139"
7327,119-七区-南苑-五爱屯,18,"116.340073,39.807652;116.350025,39.813297;116.396091,39.812139;116.397179,39.795878;116.415022,39.786371;116.420815,39.781833;116.415311,39.769071;116.40586,39.768155;116.406051,39.772269;116.390945,39.772563;116.389798,39.784466;116.361653,39.783829;116.360425,39.792394;116.361245,39.798123;116.350865,39.799306;116.349875,39.804998;116.340415,39.806329;116.340073,39.807652"
7329,120-七区-南苑-窑窝村,17,"116.394883,39.830185;116.409368,39.828013;116.408469,39.822191;116.413736,39.821105;116.41515,39.823572;116.416949,39.821303;116.418362,39.823079;116.42697,39.821105;116.428641,39.826632;116.43211,39.826434;116.434551,39.823079;116.441391,39.825207;116.445885,39.823621;116.456744,39.814549;116.45764,39.811489;116.396091,39.812139;116.394883,39.830185"
7330,121-七区-双井-方家村,17,"116.483863,39.883066;116.485142,39.905332;116.496194,39.904657;116.51156,39.905876;116.511693,39.901799;116.513693,39.899427;116.516874,39.898435;116.539485,39.90004;116.542123,39.888391;116.529994,39.888268;116.529603,39.880065;116.512273,39.88056;116.512231,39.885147;116.496207,39.885108;116.495971,39.881727;116.489644,39.882274;116.483863,39.883066"
7331,122-七区-双井-富力城,9,"116.430588,39.899314;116.431373,39.901559;116.455648,39.902619;116.45515,39.883189;116.454591,39.869704;116.437193,39.870763;116.439562,39.87829;116.437062,39.897194;116.430588,39.899314"
7332,123-七区-双井-双井北里,6,"116.45515,39.883189;116.455648,39.902619;116.476466,39.902957;116.485142,39.905332;116.483863,39.883066;116.45515,39.883189"
7333,124-七区-幸福大街-幸福大街,7,"116.412372,39.898831;116.430588,39.899314;116.437062,39.897194;116.439562,39.87829;116.437193,39.870763;116.415142,39.871423;116.412372,39.898831"
7334,125-七区-亦庄-鹿圈,20,"116.45614,39.804869;116.478075,39.811265;116.469398,39.804633;116.488696,39.780321;116.515172,39.771923;116.522079,39.766177;116.534764,39.760077;116.526344,39.747623;116.512942,39.748067;116.514403,39.739297;116.497988,39.738236;116.486939,39.751049;116.487318,39.760558;116.480493,39.760412;116.469758,39.763636;116.466468,39.769836;116.461569,39.797498;116.460197,39.801398;116.456611,39.803643;116.45614,39.804869"
7335,126-七区-亦庄-亦庄开发区,16,"116.469398,39.804633;116.478075,39.811265;116.497636,39.818774;116.512224,39.809873;116.532048,39.817418;116.532374,39.811939;116.546983,39.794963;116.531622,39.787783;116.545773,39.775058;116.550251,39.767569;116.543004,39.76548;116.534764,39.760077;116.522079,39.766177;116.515172,39.771923;116.488696,39.780321;116.469398,39.804633"
7336,127-七区-垡头-大羊坊,19,"116.497636,39.818774;116.506812,39.821726;116.536027,39.845352;116.540328,39.847017;116.54275,39.85032;116.542123,39.888391;116.548433,39.888316;116.548842,39.88088;116.554845,39.87512;116.56153,39.860562;116.562891,39.84491;116.563358,39.83393;116.53777,39.833563;116.536191,39.828713;116.526945,39.830254;116.531453,39.827399;116.532048,39.817418;116.512224,39.809873;116.497636,39.818774"
7337,128-七区-垡头-老君堂,9,"116.502543,39.848644;116.509179,39.852897;116.511595,39.857636;116.536027,39.845352;116.506812,39.821726;116.497636,39.818774;116.496412,39.831033;116.488998,39.838024;116.502543,39.848644"
7338,129-七区-垡头-垡头,24,"116.479316,39.858959;116.48083,39.862097;116.483449,39.862983;116.485141,39.868454;116.495245,39.870851;116.495585,39.875289;116.487908,39.879756;116.489644,39.882274;116.495971,39.881727;116.496207,39.885108;116.512231,39.885147;116.512273,39.88056;116.529603,39.880065;116.529994,39.888268;116.542123,39.888391;116.54275,39.85032;116.540328,39.847017;116.536027,39.845352;116.511595,39.857636;116.509179,39.852897;116.502543,39.848644;116.496979,39.852684;116.482531,39.859179;116.479316,39.858959"
7340,130-三区-长辛店-王佐乡,48,"116.048656,39.843872;116.052835,39.851277;116.055485,39.852105;116.058085,39.849568;116.060025,39.852634;116.063105,39.851857;116.064735,39.859414;116.063055,39.862542;116.063195,39.866025;116.066243,39.867872;116.071153,39.86896;116.081688,39.865088;116.085113,39.865428;116.089535,39.867461;116.094893,39.866696;116.099535,39.872075;116.106217,39.872223;116.102805,39.852068;116.111998,39.852792;116.109641,39.846864;116.121662,39.838493;116.121898,39.832883;116.125669,39.825824;116.139577,39.818765;116.150655,39.809715;116.166271,39.805326;116.17517,39.800846;116.190904,39.802068;116.197085,39.800822;116.194163,39.777693;116.177337,39.782881;116.166088,39.779705;116.159618,39.775064;116.14946,39.766422;116.118655,39.761897;116.111732,39.772011;116.116232,39.778399;116.126788,39.781194;116.111386,39.79011;116.088196,39.781593;116.080235,39.791973;116.075822,39.804532;116.080235,39.808209;116.084042,39.827639;116.077985,39.828504;116.060852,39.840947;116.053929,39.840947;116.048656,39.843872"
7341,131-三区-长辛店-杨家坟,27,"116.106217,39.872223;116.112948,39.876067;116.13438,39.882944;116.147345,39.884755;116.147528,39.887699;116.160454,39.88634;116.170881,39.882141;116.192757,39.876564;116.196595,39.874265;116.218477,39.838238;116.204988,39.835989;116.207389,39.823424;116.207322,39.819214;116.203425,39.814249;116.197085,39.800822;116.190904,39.802068;116.17517,39.800846;116.166271,39.805326;116.150655,39.809715;116.139577,39.818765;116.125669,39.825824;116.121898,39.832883;116.121662,39.838493;116.109641,39.846864;116.111998,39.852792;116.102805,39.852068;116.106217,39.872223"
7342,132-三区-厂甸-大栅栏,9,"116.377508,39.888202;116.37815,39.898804;116.388812,39.898996;116.393266,39.898696;116.391966,39.895945;116.392773,39.87113;116.381783,39.869868;116.381346,39.879299;116.377508,39.888202"
7343,133-三区-厂甸-康乐里,7,"116.342811,39.899271;116.350975,39.900068;116.357264,39.898142;116.37815,39.898804;116.377508,39.888202;116.343882,39.887779;116.342811,39.899271"
7344,134-三区-丰台-程庄路,10,"116.232625,39.8548;116.237082,39.8587;116.2586,39.867553;116.25865,39.879524;116.257324,39.88346;116.268602,39.883737;116.277411,39.865195;116.278408,39.844771;116.267673,39.84482;116.232625,39.8548"
7345,135-三区-丰台-东营头西,8,"116.277411,39.865195;116.282362,39.864465;116.306509,39.866263;116.307778,39.86067;116.314315,39.85255;116.296899,39.851617;116.278408,39.844771;116.277411,39.865195"
7346,136-三区-丰台-岳各庄,13,"116.268602,39.883737;116.268776,39.886302;116.289104,39.885497;116.289086,39.888452;116.293234,39.888426;116.293262,39.885447;116.296887,39.884282;116.297384,39.88046;116.304588,39.882789;116.306509,39.866263;116.282362,39.864465;116.277411,39.865195;116.268602,39.883737"
7347,137-三区-丰台南-丰台南,12,"116.278408,39.844771;116.296899,39.851617;116.314315,39.85255;116.322744,39.847969;116.339149,39.848311;116.34022,39.845344;116.339476,39.829698;116.307102,39.829464;116.28737,39.829606;116.28407,39.830738;116.281654,39.833408;116.278408,39.844771"
7348,138-三区-丰台南-榆树庄,27,"116.232625,39.8548;116.267673,39.84482;116.278408,39.844771;116.281654,39.833408;116.28407,39.830738;116.28737,39.829606;116.307102,39.829464;116.307083,39.818331;116.303417,39.818589;116.301873,39.813912;116.294717,39.805359;116.296485,39.80123;116.281799,39.797971;116.269885,39.796001;116.261241,39.792766;116.256685,39.7921;116.25509,39.79535;116.251185,39.795089;116.247123,39.792884;116.244137,39.802404;116.234805,39.815333;116.248798,39.820319;116.2392,39.830242;116.241738,39.832196;116.228909,39.849609;116.231389,39.851332;116.232625,39.8548"
7349,139-三区-广安门外-红莲北里,12,"116.319977,39.892086;116.322894,39.892385;116.323182,39.90606;116.328513,39.906129;116.337801,39.906068;116.337215,39.901615;116.342811,39.899271;116.343882,39.887779;116.344193,39.873233;116.321402,39.872223;116.319458,39.875399;116.319977,39.892086"
7351,140-三区-广安门外-赵家营,19,"116.296887,39.884282;116.297311,39.888663;116.303251,39.889093;116.304323,39.893034;116.307144,39.89411;116.319977,39.892086;116.319458,39.875399;116.321402,39.872223;116.344193,39.873233;116.344534,39.869599;116.342883,39.867314;116.339149,39.848311;116.322744,39.847969;116.314315,39.85255;116.307778,39.86067;116.306509,39.866263;116.304588,39.882789;116.297384,39.88046;116.296887,39.884282"
7352,141-三区-卢沟桥-卢沟桥,26,"116.196595,39.874265;116.202206,39.873901;116.201854,39.879153;116.216195,39.868829;116.231956,39.87509;116.24312,39.874412;116.245163,39.87107;116.247045,39.874455;116.247025,39.880129;116.251704,39.879692;116.257324,39.88346;116.25865,39.879524;116.2586,39.867553;116.237082,39.8587;116.232625,39.8548;116.231389,39.851332;116.228909,39.849609;116.241738,39.832196;116.2392,39.830242;116.248798,39.820319;116.234805,39.815333;116.22417,39.824196;116.207389,39.823424;116.204988,39.835989;116.218477,39.838238;116.196595,39.874265"
7353,142-三区-西单-广济寺,7,"116.349576,39.939196;116.365295,39.939304;116.368198,39.913225;116.350607,39.912802;116.350194,39.921848;116.349821,39.931086;116.349576,39.939196"
7354,143-三区-西单-金融街,14,"116.350493,39.908618;116.350607,39.912802;116.368198,39.913225;116.38662,39.913196;116.390138,39.912314;116.389842,39.906342;116.385662,39.906091;116.385938,39.902154;116.389888,39.90165;116.388812,39.898996;116.37815,39.898804;116.357264,39.898142;116.350975,39.900068;116.350493,39.908618"
7355,144-三区-西单-瓦缸寨,12,"116.365295,39.939304;116.366241,39.947046;116.369265,39.946876;116.372925,39.942781;116.386988,39.937292;116.386347,39.932156;116.377996,39.93101;116.38045,39.922427;116.38578,39.921344;116.38662,39.913196;116.368198,39.913225;116.365295,39.939304"
7356,145-三区-西客站-西客站,14,"116.293234,39.888426;116.296084,39.89507;116.296196,39.905912;116.304304,39.906697;116.323182,39.90606;116.322894,39.892385;116.319977,39.892086;116.307144,39.89411;116.304323,39.893034;116.303251,39.889093;116.297311,39.888663;116.296887,39.884282;116.293262,39.885447;116.293234,39.888426"
7357,146-三区-新发地-黄土岗南,17,"116.281799,39.797971;116.296485,39.80123;116.294717,39.805359;116.301873,39.813912;116.303417,39.818589;116.307083,39.818331;116.307102,39.829464;116.339476,39.829698;116.33979,39.818099;116.340073,39.807652;116.340415,39.806329;116.33554,39.805635;116.334258,39.800967;116.322854,39.799238;116.296501,39.798816;116.282693,39.796377;116.281799,39.797971"
7358,147-三区-新发地-李营西,17,"116.284822,39.793063;116.282693,39.796377;116.296501,39.798816;116.322854,39.799238;116.322115,39.797206;116.319125,39.79711;116.316963,39.79473;116.315637,39.782576;116.311105,39.782136;116.308916,39.778646;116.303835,39.768218;116.299028,39.77113;116.293522,39.778405;116.291228,39.784025;116.285014,39.782115;116.279277,39.790932;116.284822,39.793063"
7359,148-三区-樱桃园-大石桥,6,"116.339149,39.848311;116.342883,39.867314;116.381783,39.869868;116.3809,39.865903;116.366701,39.856007;116.339149,39.848311"
7360,149-三区-樱桃园-樱桃园,8,"116.344193,39.873233;116.343882,39.887779;116.377508,39.888202;116.381346,39.879299;116.381783,39.869868;116.342883,39.867314;116.344534,39.869599;116.344193,39.873233"
7362,150-顺义-空港-高丽营镇,26,"116.472654,40.161492;116.474595,40.169511;116.477325,40.16937;116.479283,40.175809;116.482805,40.176717;116.483071,40.191111;116.494602,40.192851;116.502861,40.189794;116.510253,40.192863;116.543591,40.19557;116.558095,40.191488;116.570322,40.190263;116.573777,40.184674;116.578778,40.185105;116.580396,40.181526;116.582869,40.158306;116.580497,40.141977;116.578172,40.126959;116.483828,40.116713;116.478473,40.138914;116.475998,40.140675;116.474608,40.146984;116.477205,40.149404;116.480815,40.148511;116.481645,40.157689;116.472654,40.161492"
7363,151-顺义-空港-后沙峪镇,22,"116.458334,40.080396;116.461365,40.085904;116.459323,40.091761;116.467191,40.095806;116.475595,40.095967;116.484025,40.101664;116.486085,40.110295;116.483828,40.116713;116.578172,40.126959;116.58031,40.106867;116.568472,40.106421;116.569966,40.083207;116.561876,40.072885;116.564108,40.062665;116.558981,40.061764;116.548201,40.062965;116.539222,40.056551;116.521502,40.06992;116.505584,40.070584;116.494021,40.078891;116.475566,40.080263;116.458334,40.080396"
7364,152-顺义-林河-李桥镇,37,"116.605059,40.031097;116.610564,40.033141;116.62723,40.03298;116.610959,40.102767;116.641712,40.107432;116.641105,40.110419;116.653088,40.111108;116.652594,40.115212;116.655205,40.115626;116.656459,40.112819;116.659764,40.111107;116.663389,40.111126;116.663628,40.115111;116.667559,40.114679;116.674696,40.114614;116.6748,40.120127;116.682303,40.117326;116.680288,40.115064;116.683777,40.096785;116.682167,40.088981;116.656668,40.066182;116.65962,40.054886;116.688609,40.024283;116.702133,40.018028;116.695996,40.015104;116.68263,40.011873;116.682544,40.008599;116.679533,40.008462;116.677117,40.011711;116.661449,40.012532;116.658624,40.017323;116.655959,40.018554;116.648502,40.018282;116.638275,40.020355;116.613021,40.020257;116.610233,40.022099;116.605059,40.031097"
7365,153-顺义-林河-李遂镇,61,"116.682303,40.117326;116.686301,40.11914;116.708919,40.115145;116.716409,40.111946;116.719325,40.112443;116.723713,40.118582;116.726694,40.119474;116.738044,40.114868;116.741216,40.115236;116.746738,40.125869;116.756562,40.12662;116.767954,40.126025;116.770866,40.120082;116.776844,40.1204;116.778167,40.11787;116.787766,40.116971;116.784041,40.110916;116.785395,40.108313;116.784549,40.104853;116.790302,40.105767;116.794369,40.101003;116.795496,40.096763;116.801408,40.095113;116.805016,40.077571;116.795636,40.07542;116.787221,40.075343;116.785643,40.072742;116.778949,40.072173;116.77861,40.068874;116.780865,40.067094;116.781508,40.062549;116.78397,40.06067;116.783427,40.058054;116.785658,40.056067;116.783085,40.054252;116.780258,40.054379;116.778439,40.04532;116.778756,40.042162;116.782324,40.040854;116.782337,40.033199;116.777405,40.033544;116.771785,40.030683;116.771655,40.027978;116.768895,40.026399;116.769525,40.019796;116.767995,40.014985;116.763451,40.013086;116.745427,40.0132;116.741402,40.019602;116.735945,40.023317;116.732047,40.023367;116.724291,40.01948;116.705131,40.016642;116.702133,40.018028;116.688609,40.024283;116.65962,40.054886;116.656668,40.066182;116.682167,40.088981;116.683777,40.096785;116.680288,40.115064;116.682303,40.117326"
7366,154-顺义-木林-木林镇,121,"116.669016,40.195185;116.675389,40.201195;116.675171,40.217442;116.694393,40.218795;116.698826,40.227882;116.699557,40.234239;116.681502,40.234426;116.683865,40.2387;116.689433,40.241764;116.689132,40.244479;116.691756,40.247037;116.698085,40.249852;116.698205,40.256158;116.704415,40.255498;116.731805,40.282609;116.734915,40.280914;116.733279,40.27811;116.748723,40.274117;116.756945,40.269376;116.75912,40.266396;116.762335,40.268968;116.76414,40.266587;116.773453,40.270717;116.775446,40.273984;116.778865,40.274945;116.783778,40.287458;116.787798,40.286133;116.796695,40.288329;116.804,40.286144;116.807398,40.281009;116.819005,40.284246;116.822785,40.29849;116.825365,40.299798;116.825463,40.305912;116.832433,40.310441;116.84318,40.311871;116.848568,40.306442;116.849797,40.299225;116.85262,40.293703;116.855163,40.291868;116.867098,40.290342;116.86725,40.283128;116.872143,40.272902;116.870357,40.26863;116.871923,40.265644;116.879943,40.256468;116.88946,40.239126;116.892835,40.238672;116.895942,40.236266;116.888363,40.231895;116.89938,40.22792;116.90386,40.221053;116.90799,40.219881;116.918242,40.220145;116.921005,40.226464;116.925835,40.229589;116.928755,40.22907;116.93481,40.223513;116.932568,40.214725;116.933654,40.211771;116.931635,40.209306;116.928853,40.211038;116.92338,40.209859;116.928265,40.203614;116.927985,40.200758;116.930054,40.197793;116.923726,40.197266;116.916439,40.188603;116.913493,40.188473;116.908617,40.193364;116.901881,40.195289;116.886822,40.192303;116.882458,40.196136;116.875353,40.196233;116.869617,40.191611;116.864177,40.192;116.865501,40.195883;116.864584,40.20083;116.8609,40.197343;116.856168,40.19539;116.84712,40.198027;116.842013,40.201846;116.839401,40.201128;116.838439,40.197859;116.835783,40.197218;116.834418,40.19425;116.83414,40.18433;116.829516,40.18155;116.828841,40.17726;116.825508,40.176358;116.822956,40.178338;116.818975,40.178317;116.814665,40.18398;116.807111,40.184079;116.797044,40.181196;116.792617,40.18584;116.784656,40.185693;116.781124,40.185355;116.779357,40.178677;116.77424,40.17606;116.76912,40.177589;116.767521,40.181412;116.748925,40.185669;116.740773,40.183201;116.738858,40.17823;116.733489,40.175031;116.729212,40.174167;116.72155,40.175216;116.709905,40.171636;116.703526,40.172926;116.695966,40.171969;116.694719,40.174366;116.691935,40.17508;116.687278,40.174623;116.685758,40.172236;116.682745,40.172107;116.680149,40.174526;116.681801,40.180748;116.679479,40.183782;116.671688,40.187771;116.669016,40.195185"
7367,155-顺义-牛栏山-马坡镇,29,"116.578778,40.185105;116.592196,40.189443;116.594143,40.191969;116.597048,40.19282;116.612504,40.190159;116.632873,40.189427;116.642729,40.182389;116.645347,40.184209;116.645282,40.188783;116.643629,40.19097;116.646348,40.192763;116.646387,40.195798;116.649168,40.196491;116.656216,40.194099;116.669016,40.195185;116.671688,40.187771;116.673471,40.17756;116.672463,40.159099;116.663891,40.14989;116.651916,40.1505;116.652117,40.146653;116.639539,40.141241;116.629559,40.143378;116.610664,40.143174;116.605874,40.14053;116.580497,40.141977;116.582869,40.158306;116.580396,40.181526;116.578778,40.185105"
7368,156-顺义-牛栏山-牛栏山镇,79,"116.466608,40.208154;116.467575,40.22101;116.471055,40.220792;116.472715,40.22466;116.477275,40.224675;116.479175,40.222207;116.476933,40.244822;116.493333,40.252199;116.496073,40.250552;116.49927,40.252155;116.501693,40.261478;116.506385,40.261293;116.506265,40.258241;116.508762,40.257088;116.510933,40.259411;116.531075,40.260564;116.533813,40.265966;116.53133,40.276013;116.53511,40.275165;116.539805,40.276651;116.549,40.274301;116.559609,40.27476;116.565985,40.272073;116.568115,40.269624;116.578415,40.269143;116.581008,40.267327;116.582893,40.269634;116.586045,40.265427;116.590058,40.264845;116.592078,40.267519;116.595085,40.266465;116.597005,40.25924;116.600745,40.254918;116.600912,40.249911;116.603693,40.250862;116.616385,40.249353;116.618055,40.252805;116.617738,40.257466;116.62086,40.260663;116.628285,40.260273;116.631803,40.257364;116.634928,40.258361;116.6371,40.256801;116.661064,40.261645;116.667575,40.250219;116.667705,40.246389;116.664155,40.237432;116.665865,40.235242;116.681502,40.234426;116.699557,40.234239;116.698826,40.227882;116.694393,40.218795;116.675171,40.217442;116.675389,40.201195;116.669016,40.195185;116.656216,40.194099;116.649168,40.196491;116.646387,40.195798;116.646348,40.192763;116.643629,40.19097;116.645282,40.188783;116.645347,40.184209;116.642729,40.182389;116.632873,40.189427;116.612504,40.190159;116.597048,40.19282;116.594143,40.191969;116.592196,40.189443;116.578778,40.185105;116.573777,40.184674;116.570322,40.190263;116.558095,40.191488;116.543591,40.19557;116.510253,40.192863;116.502861,40.189794;116.494602,40.192851;116.483071,40.191111;116.466583,40.203611;116.466608,40.208154"
7369,157-顺义-新顺-南彩镇,64,"116.651916,40.1505;116.663891,40.14989;116.672463,40.159099;116.673471,40.17756;116.671688,40.187771;116.679479,40.183782;116.681801,40.180748;116.680149,40.174526;116.682745,40.172107;116.685758,40.172236;116.687278,40.174623;116.691935,40.17508;116.694719,40.174366;116.695966,40.171969;116.703526,40.172926;116.709905,40.171636;116.72155,40.175216;116.729212,40.174167;116.733489,40.175031;116.738858,40.17823;116.740773,40.183201;116.748925,40.185669;116.767521,40.181412;116.76912,40.177589;116.77424,40.17606;116.776068,40.17237;116.775363,40.169756;116.779138,40.162362;116.785621,40.161692;116.78716,40.154756;116.782942,40.154877;116.776498,40.151554;116.774458,40.149059;116.771604,40.148858;116.771784,40.146039;116.779439,40.139855;116.778742,40.13295;116.784142,40.131991;116.785821,40.128766;116.782995,40.128177;116.782246,40.12556;116.787766,40.116971;116.778167,40.11787;116.776844,40.1204;116.770866,40.120082;116.767954,40.126025;116.756562,40.12662;116.746738,40.125869;116.741216,40.115236;116.738044,40.114868;116.726694,40.119474;116.723713,40.118582;116.719325,40.112443;116.716409,40.111946;116.708919,40.115145;116.686301,40.11914;116.682303,40.117326;116.6748,40.120127;116.674696,40.114614;116.667559,40.114679;116.668943,40.128525;116.655106,40.141954;116.652117,40.146653;116.651916,40.1505"
7370,158-顺义-新顺-仁和镇,23,"116.578172,40.126959;116.580497,40.141977;116.605874,40.14053;116.610664,40.143174;116.629559,40.143378;116.639539,40.141241;116.652117,40.146653;116.655106,40.141954;116.668943,40.128525;116.667559,40.114679;116.663628,40.115111;116.663389,40.111126;116.659764,40.111107;116.656459,40.112819;116.655205,40.115626;116.652594,40.115212;116.653088,40.111108;116.641105,40.110419;116.641712,40.107432;116.610959,40.102767;116.61142,40.109555;116.58031,40.106867;116.578172,40.126959"
